name,state,faa
Excalibur Hotel/Casino Heliport,NV,NV29
Nev Fish & Game Reg III Headquarters Heliport,NV,NV32
University Medical Center-Southern Nevada Heliport,NV,NV34
Klas Channel 8 Heliport,NV,NV38
Action Heliport,NV,NV40
Circus Circus Heliport,NV,NV48
Hacienda Hotel Heliport,NV,NV49
City Hall Complex Heliport,NV,NV52
Valley Hospital Medical Center Heliport,NV,NV53
Gilbert Development Corp Heliport,NV,NV61
Claude I. Howard Heliport,NV,NV63
Maverick Heliport,NV,NV99
Latrobe Hospital Heliport,PA,PA24
Sce Mohave Generating Station Heliport,NV,NV75
Greater Laurel Beltsville Hospital Heliport,MD,0MD5
Citizens Bank Headquarters Heliport,MD,MD37
Scotland Memorial Heliport,NC,2NC9
Robinson Industries Heliport,KS,04KS
Lawrence Memorial Hospital Heliport,KS,SN38
Lawrence General Hospital Heliport,MA,16MA
Dearborn County Hospital Heliport,IN,IN94
Gwinnett Medical Center Heliport,GA,55GA
County Police Heliport,GA,5GA1
GDPS - Police Heliport,GA,70GA
Lawrence Co Memorial Hospital Heliport,IL,1LL1
Pse & G Trenton Distribution Helistop,NJ,4NJ4
Comanche County Memorial Hospital Heliport,OK,18OK
Davis Hospital & Medical Center Heliport,UT,UT44
Federal Support Center Heliport,MD,1MD5
Minnesota Valley Health Center Heliport,MN,MY26
Dilligaf Heliport,SD,3SD5
St Vincent General Hospital Heliport,CO,01CO
Bay Electric Supply Heliport,TX,T95
Dwight Eisenhower Va Medical Center Heliport,KS,SN01
Breech Medical Center Heliport,MO,MU93
Dartmouth Hitchcock Medical Center Heliport,NH,NH82
District Nr 8 Heliport,OH,OH80
Lebanon Hospital Heliport,OR,8OR1
Va Medical Center Heliport,PA,PS92
Russell County Medical Center Heliport,VA,04VA
Clinchfield Heliport,VA,VA05
Lee's Summit Heliport,MO,MU08
Falcon Heliport,MO,MU90
L R M C Emergency Helistop,FL,3FD2
Bayside State Prison Heliport,NJ,JY32
Loudoun Hospital Center Heliport,VA,34VA
Byrd Memorial Hospital Heliport,LA,LA29
Bayou Fourchon Seaplane Base,LA,1LA4
Chevron Fourchon Heliport,LA,4LA1
Green Hill Compressors Heliport,LA,4LA2
Chevron Usa Inc Heliport,LA,4LA4
Fourchon Base Heliport,LA,LA49
Compressor Station 524 Heliport,LA,LS84
Motola's Helicopter Service Inc. Heliport,PA,1PA8
Gnaden Huetten Memorial Hospital Heliport,PA,PA99
Motola's Paving Heliport,PA,PN60
Twin Lakes Regional Medical Center Heliport,KY,56KY
Lemont Fire Dept Heliport,IL,6IS2
Ft Loudon Medical Center Heliport,TN,55TN
Healthalliance Hospital-Leominster Heliport,MA,0MA2
Long Hill Heliport,MA,17MA
Decatur County Hospital Heliport,IA,6IA0
St. Mary's Hospital Heliport,MD,7MD5
St. Mary's Hospital East Heliport,MD,MD02
Barcroft Company Heliport,DE,DE08
Evangelical Community Hospital East Heliport,PA,5PS7
Pratt Mining Heliport,WV,WV31
Snake River Seaplane Base,ID,78U
St Joseph's Regional Medical Center Heliport,ID,ID37
Cmmc Air Ambulance Landing Site Heliport,ME,ME95
Central Montana Hospital and Nursing Home Heliport,MT,MT31
Lewistown Hospital Heliport,PA,5PN6
Siple Heliport,PA,12PS
Medical Center of Lewisville Heliport,TX,XA59
Central Baptist Hospital Heliport,KY,1KY4
University of Kentucky Hospital Heliport,KY,37KY
Morning Star Heliport,KY,49KY
Saint Joseph Hospital Heliport,KY,88KY
Blue Grass Station Army Heliport,KY,LSD
Raytheon Heliport,MA,MA48
Muldrow Army Heliport,OK,HMY
Stonewall Jackson Hospital Heliport,VA,8VA7
Libby Heliport,MT,MT57
Liberty Hospital Heliport,MO,8MO2
Condell Medical Center Heliport,IL,02IS
Lillian Community Heliport,AL,9AL6
St Rita's Medical Center Heliport,OH,94OH
Lima Memorial Hospital Heliport,OH,OH83
Odot District Nr 1 Heliport,OH,OH84
Abraham Lincoln Memorial Hosp Heliport,IL,38IL
Horizon Hill Heliport,MA,1MA8
Bryan Memorial Hospital Heliport,NE,20NE
Bryan Lincoln General Hospital Heliport,NE,47NE
Jan Pad Heliport,NE,6NE5
St Elizabeth Community Health Center Heliport,NE,NE60
Samaritan North Lincoln Hospital Heliport,OR,OR93
Bayway Refinery Heliport,NJ,NJ82
American Cyanamid Linden Heliport,NJ,NJ83
Perry Memorial Hospital Heliport,TN,5TN8
Vista Surgery Center Heliport,IL,8IS8
Mash Heliport,OK,23OK
North Center Lake Seaplane Base,MN,6MN4
Summers Psnl Use Heliport,PA,PN51
Maritime Institute Heliport,MD,2MD7
Green County General Hospital Heliport,IN,IN17
Linville Ridge Heliport,NC,98NC
Snowshoe Resort/Topof the World Heliport,WV,14WV
Haig-K Heliport,PA,PS72
Corporetum Office Campus Heliport,IL,66IS
Litchfield West Side Emergency Services Heliport,IL,4IL0
St Francis Hospital - Litchfield Heliport,IL,73IL
Meeker County Memorial Hospital Heliport,MN,MN65
Westport Heliport,NH,2NH2
Hca Parkway Medical Center Heliport,GA,6GA3
Warner-Lambert Heliport,PA,4PA2
Little Falls Ems Heliport,NY,NK14
Little Ferry Seaplane Base,NJ,2N7
Seacoast Medical Center Heliport,SC,03SC
Med Flight Heliport,AR,5AR5
Southwest Hospital Heliport,AR,5AR6
UAMS Alpha Pad Heliport,AR,6AR3
Arkansas Heart Hospital Heliport,AR,6AR7
Uams Heliport,AR,AR29
St Vincent Infirmary Heliport,AR,AR45
Arkansas Children's Hospital Heliport,AR,AR62
Stephens Heliport,AR,AR90
Bade Rotor and Wing Svc. Heliport,WA,WN57
Swedish S.W. Medical Heliport,CO,0CD9
Manor House Heliport,CO,2CO6
Deer Creek Building Heliport,CO,9CO1
Arapahoe Medical Park/Littleton Hospital Heliport,CO,CO16
Compaq Littleton Heliport,MA,2MA4
Bethany South Heliport,NC,72NC
Littleton Hospital Heliport,NH,NH92
Suwannee Hospital Emergency Heliport,FL,9FL9
Brettuns Pond Seaplane Base,ME,ME12
Livingston Memorial Hospital Heliport,MT,MT66
St Barnabas Medical Center Heliport,NJ,08NJ
Newark Academy Heliport,NJ,JY11
St. Mary Hospital Heliport,MI,2MI2
Bullhead Heliport,TX,45TS
Tennessee Gas Heliport,KY,0KY3
Reyhan Heliport,IL,1LL9
TGP Station 79 Heliport,TN,
Lock Haven Hospital Heliport,PA,4PA4
Cedar Crest Heliport,OK,3OK3
Lodi Memorial Hospital Heliport,CA,8CL7
Penske 2 Heliport,NJ,12NJ
Lodi Community Hospital Heliport,OH,21OH
Diedrich Seaplane Base,WI,11WN
Western Surgery Center Heliport,UT,UT22
Memorial Hospital Heliport,IN,IN96
Loma Linda University Medical Center Heliport,CA,94CL
Platform Hermosa Heliport,CA,CA00
Platform Hidalgo Heliport,CA,CL67
Platform Harvest Heliport,CA,CL68
Madison Health Heliport,OH,OA09
Pomroy Heliport,NH,17NH
Bald Mountain Heliport,CA,76CA
Long Beach Memorial Medical Center Heliport,CA,30CL
World Trade Center Heliport,CA,3CL3
Naa Long Beach Port Helistop,CA,42L
St Mary Medical Center Heliport,CA,50CA
Kilroy Ac8-Long Beach Heliport,CA,CA99
Queen Mary Heliport,CA,CL07
Queensway Bay Heliport,CA,CL30
Va Medical Center Heliport,CA,CL48
Vortex Heliport,MS,35M
Lefkowitz Heliport,IL,46LL
Jr North Heliport,MI,6MI9
Long Lake /Helms Seaplane Base,NY,NY9
Wrnj Heliport,NJ,NJ27
Longmont United Hospital Heliport,CO,0CO0
Murphy Heliport,CO,1CD0
Denver Artcc Heliport,CO,CO99
Good Shepherd Medical Center Heliport,TX,3XS6
St John's Medical Center Heliport,WA,4WA3
Safe Air Seaplane Base,MN,MY83
Fishermans Bay Seaplane Base,WA,81W
Loring Seaplane Base,AK,13Z
Loris Community Hospital Heliport,SC,5SC5
Los Angeles County Sheriff's Department Heliport,CA,01CN
Drew Medical Center Heliport,CA,0CA0
Good Samaritan Hospital Heliport,CA,0CL7
Devonshire Area Heliport,CA,14L
ABC-TV Heliport,CA,22CN
L A Co Mens Detention Cntr-Main Jail Heliport,CA,23CL
Litton Industries Heliport,CA,26CL
Childrens Hospital Los Angeles Heliport,CA,29CL
K & T 660 Figueroa Partners Heliport,CA,2CA6
Los Angeles County/USC Medical Center Heliport,CA,35CA
J.H. Snyder Co. Iii Heliport,CA,3CA6
Metropolitan Water District Heliport,CA,3CL1
Chase Plaza Heliport,CA,3CL5
Raleigh Enterprises Heliport,CA,3CL7
Van Nuys County Court Heliport,CA,43L
Occidental Petroleum Heliport,CA,44CN
Wilshire Area Heliport,CA,44L
Parker Center Heliport,CA,45L
AT&T Center Heliport,CA,46CL
Lapd Hooper Heliport,CA,4CA0
City National Bank Heliport,CA,4CA1
Randy Champe-Gary Howe Memorial Heliport,CA,4CA9
Terminal Annex Heliport,CA,54L
Sunset-Glendale Heliport,CA,55CN
Los Angeles Times-La Heliport,CA,56CA
Merle Norman Cosmetics Bldg 3 Heliport,CA,57CA
Jay Stephen Hooper Memorial Heliport,CA,58CA
City Hall Heliport,CA,
Edward Roybal Federal Bldg Heliport,CA,5CL6
Engine Co Nr 108 Heliport,CA,60L
Bank of America Data Center Heliport,CA,62CA
Hotel New Otani Los Angeles Heliport,CA,6CA0
UCLA Emergency Medicine Department Heliport,CA,6CA9
The Wilshire Thayer Heliport,CA,70CA
Boeing Canoga Park Heliport,CA,7CL3
Beverly Center Heliport,CA,84CA
Century City Heliport,CA,84CL
City National Plaza Heliport,CA,87CL
R I Ai Canoga Park B/2 Helistop,CA,8CL5
United Ca Bank Data Processing Ops Heliport,CA,8CL8
Everest & Jennings Helistop Nr 1 Heliport,CA,98CA
California Mart Heliport,CA,9CA5
Cedars-Sinai Medical Center Heliport,CA,CA46
Northridge Hospital Heliport,CA,CA86
Usc University Hospital Heliport,CA,CL00
Biltmore Hotel Heliport,CA,CL08
St Vincent Professional Office Building Heliport,CA,CL12
Wells Fargo-Cv Heliport,CA,CL20
Caltrans District 7 Heliport,CA,CL31
Fib Administration & Operations Building Heliport,CA,CL32
International Tower Heliport,CA,CL49
Westwood Gateway Heliport,CA,CL50
Westside Towers Heliport,CA,CL54
Queen of Angel-Hollywood Presbyterian Hospital Heliport,CA,CL70
Hughes/Corporate Heliport,CA,CL71
The Westin Bonaventure Hotel Heliport,CA,CN25
Operating Engineers Pension Trust Bldg Heliport,CA,CN39
Pacoima Dam Heliport,CA,CN47
Engine Co Nr 109 Heliport,CA,61L
San Luis Reservoir Seaplane Base,CA,0O0
Harris Homestead Heliport,NH,76NH
Speedway Heliport,NH,NH59
Crowley Heliport,NH,NH74
Loudon Justice Center Heliport,TN,TN32
Kettering-Samaritan Health Center Heliport,OH,
Big 'G' Heliport,KY,91KY
Pike County Memorial Hospital Heliport,MO,8MO6
Avista Hospital Heliport,CO,CO45
Southwest Government Center Heliport,KY,10KY
Southwest Hospital Heliport,KY,11KY
Switch Pad Heliport,KY,1KY5
Churchill Downs Heliport,KY,22KY
University Hospital Heliport,KY,26KY
Jewish Hospital Heliport,KY,41KY
Wlky-Tv Studios Heliport,KY,43KY
Greener Horizons Heliport,KY,97KY
Clayton Heliport,TN,1TN1
Ash Personal Heliport,NJ,9NJ9
Mc Kee Medical Center Heliport,CO,5CO2
C.C.A. Heliport,OH,9OH3
Stevens Helicopters Heliport,VA,5VA3
Alleghany Regional Hospital Heliport,VA,5VA1
Wang Heliport,MA,1MA4
Avco/Lowell Heliport,MA,
Pacemaker Heliport,NJ,NJ86
Palms West Hospital Helistop,FL,FA19
Jaxon Landing Heliport,TX,0XA6
Department of Public Safety Heliport,TX,6TX0
St Mary of the Plains Hospital Heliport,TX,74TS
University Medical Center Heliport,TX,TA79
Lubbock Covenant Medical Center Heliport,TX,TS66
Mdr 1 Heliport,TX,XA06
Lubbock Heart Hospital Heliport,TX,XA25
AAF Heliport,TX,XA63
Dow Chemical Heliport,MI,00MI
Ahearn Heliport,MA,4MA7
Lmh Heliport,TX,XA14
Upair Heliport,SC,27SC
Myu Heliport,LA,LS97
Eayrestown Helistop,NJ,JY05
Page Memorial Hospital Heliport,VA,CD27
Clng Cove Point Heliport,MD,1MD0
Lake Bird Heliport,FL,FD06
Luverne Community Hospital Heliport,MN,MN90
Lord Creek Seaplane Base,CT,CT78
L G Hospital Heliport,VA,50VA
Sunny Hill Landing Heliport,NH,29NH
Lyndon Fire Protection District Heliport,KY,
Gear Plant Heliport,MA,3MA7
Solar Nr 1 Heliport,IN,69IN
St Francis Medical Center Helistop,CA,4CA4
Streamline Heliport,WA,0WA0
Mc Donough County Hospital Heliport,IL,46IL
Macungie Mack Heliport,PA,4PA9
Children's Hospital Central California Heliport,CA,9CL6
Spinelli Field,AL,
Ramada Inn Antebellum Heliport,GA,GA05
The King's Daughters' Heliport,IN,21II
Ochsner Heliport,NE,NE62
Jtv Heliport,OH,29OI
Meriter/Park Heliport,WI,WI93
Army Guard Heliport,WI,WI94
Uw Hospital & Clinics Heliport,WI,WS27
St Marys Hospital Medical Center Heliport,WI,WS52
Rmc Heliport,KY,60KY
Mountain View Hospital Heliport,OR,OG35
Magnolia Hospital Heliport,AR,09AR
Sci-Mahanoy Heliport,PA,PA37
Mahnomen County & Village Hospital Heliport,MN,MN25
Bergen County Police & Fire Academy Heliport,NJ,21NJ
International Crossroads Heliport,NJ,JY12
Malibu Administrative Center Heliport,CA,74L
Hughes/Malibu Heliport,CA,CA50
Anacapa View Estates Heliport,CA,CL10
Camp 8 Heliport,CA,CL72
Hscmh Heliport,AR,03AR
Savoy Medical Center Heliport,LA,1LA7
Wjrz Radio Heliport,NJ,38NJ
Southern Ocean County Hospital Heliport,NJ,NJ89
Prince William Hospital Heliport,VA,27VA
Rychlk Heliport,VA,2VG6
Ibm Building 250 Heliport,VA,52VA
Ibm Building 110 Heliport,VA,66VA
Manchester Memorial Hospital Heliport,KY,4KY2
Seagate Heliport,MA,33MA
Rutledge Falls Heliport,TN,1TN9
Manchester Laboratory Heliport,WA,08WA
Crowhurst Heliport,MA,34MA
Freedom Wpec Inc Heliport,FL,91FD
North Shore University Hospital Nr 2 Heliport,NY,6NK3
North Shore University Hospital Heliport,NY,7NY3
St Mary Hospital Heliport,KS,3KS6
Trw Manhattan Beach Heliport,CA,62CN
Holy Family Memorial Medical Center Heliport,WI,WI96
Immanuel - St Joseph's Hospital Heliport,MN,3MN6
Mannboro Medical Center Heliport,VA,63VA
Clarendon Memorial Hospital Heliport,SC,SC09
Manairco Heliport,OH,1OI0
Bahl Helistop,OH,30OH
Au Heliport,OH,31OH
Mansfield General Hospital Heliport,OH,41OI
Mansfield Cpc Heliport,OH,48OI
Napiers Heliport,TX,04XS
Methodist Mansfield Medical Center Heliport,TX,0XA9
Flying W Heliport,TX,
Southwest Custom Aircraft Heliport,TX,TX58
Sabine Medical Center Heliport,LA,LS98
Busch's Fish Lake Seaplane Base,MN,MN30
Fishermen's Hospital Emergency Helistop,FL,10FL
Adventure Island Heliport,FL,2FD5
Flying Bonefish Seaplane Base,FL,
Pershing Regional Health Center -Marceline Heliport,MO,75MU
Snell's Seaplane Base,MN,MN73
Cec Heliport,NY,6NK9
Jackson County Hospital Heliport,FL,28FD
Joey Anderson Heliport,FL,FL53
Galleria Heliport,GA,16GA
Matthews Heliport,GA,42GA
Kennestone Heliport,GA,56GA
Marietta Memorial Hospital Heliport,OH,OH85
Selby General Hospital Heliport,OH,OH89
The Ritz-Carlton Hotel Company Heliport,CA,CA79
Hawks Landing Heliport,MI,20MI
Janski Heliport,MI,59MI
Bay Area Medical Center Heliport,WI,4WN6
Va Medical Center Heliport,IL,58IS
Heartland Regional Medical Center Heliport,IL,5IL6
Fabick Five Heliport,IL,IS98
Mcdowell Hospital Heliport,NC,NC33
Medcenter Hospital Heliport,OH,20OI
Marion General Hospital Heliport,OH,6OI4
Sheriff's Heliport,OH,OI90
Smyth County Community Hospital Heliport,VA,VG41
Station 24 Heliport,TX,TS41
Avoyelles Hospital Heliport,LA,LS67
Boston Scientific Marlboro Heliport,MA,58MA
Compaq Marlboro Heliport,MA,MA50
Marlborough Hospital Heliport,MA,3MA1
West Jefferson Medical Center Heliport,LA,4LA7
Pine Heliport,PA,01PA
Fitzgibbon Hospital Heliport,MO,9MO2
Evergreen Heliport,VA,1VA4
Mmsc Heliport,IA,6IA8
St Joseph's Hospital Heliport,WI,WS98
Marston Mills Heliport,MA,3MA9
Marston Mills Seaplane Base,MA,MA12
Couillard Seaplane Base,PA,PA15
Pine Bottom Heliport,PA,54PA
Va Medical Center Heliport,WV,WV05
"City Hospital, Inc. Heliport",WV,WV48
Martinsville/Henry County Memorial Hospital Heliport,VA,40VA
Marysville Mediport Heliport,KS,SN30
Memorial Hospital of Union County Heliport,OH,3OA9
Honda Heliport,OH,8OH2
Janes Heliport,WA,WA43
Anderson Hospital Heliport,IL,8IS9
St Francis Hospital Heliport,MO,MO70
Vertiflite Heliport,TN,TN59
Mashantucket Pequot Tribal Nation Heliport,CT,14CT
University Pointe Medical Office Building Heliport,OH,2OI5
Pomeroy-Mason Seaplane Base,WV,WV35
Gallatin Fuel Heliport,PA,4PN3
Thomas E. Perdue Heliport,NY,NK75
Gainey Heliport,OH,35OH
Massillon Community Hospital Heliport,OH,OA06
Midwestern Heliport,OH,OH10
Matagorda Shore Facility Heliport,TX,02TA
Matheson Heliport,CO,CD49
Sarah Bush Lincoln Health Center Heliport,IL,21IL
Rural King Supply Heliport,IL,IL43
St Luke's Hospital Heliport,OH,3OI8
Dice's Personal Heliport,OH,9OI1
Mile Bluff Medical Center Heliport,WI,WN02
Meridia Hillcrest Hospital Heliport,OH,OI83
Compaq Powdermill Road Heliport,MA,2MA5
Compaq Parker Street Heliport,MA,MA91
Mc Alester Regional Hospital Heliport,OK,13OK
Mc Call Memorial Hospital Heliport,ID,ID08
Quiet Valley Heliport,IA,IA88
Mark Reed Hospital Heliport,WA,4WA7
Mc Gehee Desha County Hospital Heliport,AR,AR63
Jackson Seaplane Base,MN,MN61
Northern Illinois Medical Cntr Heliport,IL,5IS8
Dutch Creek Seaplane Base,IL,8IL7
Mc Intosh Community Heliport,AL,AL95
Mc Kenzie Regional Hospital Heliport,TN,5TN1
Lmc Heliport,TX,TE66
Hamilton Memorial Hospital Heliport,IL,0IL0
Southwest Regional Medical Center Heliport,MS,MS47
Mc Grath Seaplane Base,AK,16Z
Krezowski Seaplane Base,MN,MN75
Valley Medical Center Heliport,OR,OG38
Ag-Air Inc Heliport,CO,45CO
Meadville Medical Center Heliport,PA,45PA
Port Meadville Heliport,PA,6PN3
Sherrie John Manor Heliport,PA,11PA
Williams Grove Heliport,PA,4PN6
Phico Heliport,PA,70PA
Indian Mills Heliport,NJ,7NJ0
My Girls Helistop,NJ,JY15
Providence Hospital Heliport,OR,0OR0
Rogue Valley Medical Center Heliport,OR,OR99
Memorial Hospital of Taylor County Heliport,WI,12WI
Riddle Memorial Hospital Heliport,PA,6PS4
Dakota Clinic Heliport,ND,9NA2
Medina Memorial Hospital Heliport,NY,NY90
Dade County Mosquito Control Heliport,FL,FD00
Flying Dog Ranch Airstrip,CO,41CO
Pioneers Heliport,CO,4CO5
Teepee Park Heliport,CO,CD50
Holmes Regional Medical Center Heliport,FL,3FD3
Va Outpatient Clinic Heliport,FL,66FL
Nierenberg Estate Heliport,FL,92FD
Henry Valve Company Heliport,IL,13LL
Gottlieb Heliport,IL,14LL
Pete Antie Municipal Heliport,LA,7L9
News Channel 3 Heliport,TN,14TN
Memphis Police Department Heliport,TN,27TN
Bhm East Helipad Heliport,TN,28TN
Hospital Wing Heliport,TN,2TN0
Methodist Hospital-North Heliport,TN,3TN1
Le Bonheur Medical Center Heliport,TN,8TN0
Methodist Hospital Central Heliport,TN,TN25
Baptist Hospital Heliport,TN,TN26
Anderson-Tully County Heliport,TN,TN28
67 Madison Ave Partnership Ltd Heliport,TN,TN29
Mendota Community Hospital Heliport,IL,14IL
Alexanders-Menlo Park Heliport,NJ,NJ93
Community Memorial Hospital Heliport,WI,WS21
Lake Menomin Seaplane Base,WI,WI04
Myrtle Werth Medical Center Heliport,WI,WN25
Heli-Bell Museum Heliport,IN,2IG5
St. Mary's Hospital Ozaukee Heliport,WI,WI08
Station 219 Heliport,PA,PN27
C and T Helistop,NJ,NJ94
Bossey's Seaplane Base,NH,16NH
Flying Ridge Heliport,NH,54NH
Morrison Heliport,NH,92NH
Smiling Jack Heliport,NH,NH77
C N Flagg Heliport,CT,CT21
Meriden-Wallingford Hospital Heliport,CT,CT95
Andersons Hospital Heliport,MS,MS32
Hendershots Heliport,OR,0OR2
Shawnee Mission Medical Center Heliport,KS,9KS2
Kirk Heliport,IN,43II
Nipsco Southlake Complex Heliport,IN,II57
Merrimack Heliport,NH,NH41
Norden Systems Heliport,NH,NH53
Mesa Police Heliport,AZ,08AZ
Mesa Lutheran Hospital Heliport,AZ,
At&T - Apache Junction Heliport,AZ,63AZ
Banner Desert Medical Center Heliport,AZ,66AZ
Maricopa County Sheriff's Office Heliport,AZ,69AZ
Jsj Heliport,AZ,AZ10
Turf Heliport,AZ,AZ39
Mesa Hospital Medical Center Heliport,AZ,AZ66
Boeing Heliport,AZ,AZ81
Valley Lutheran Hospital Heliport,AZ,AZ92
Ihs Hospital Heliport,NM,NM23
Vista Del Monte Lot 55 Heliport,NV,2NV3
The Medical Center of Mesquite Heliport,TX,2TA2
Big Town Heliport,TX,7TX3
Creech Heliport,TX,TA94
Kimi Heliport,TX,TS64
East Jefferson General Hospital Heliport,LA,LS85
Boundary Substation Heliport,WA,5WA4
Metaline Radio Heliport,WA,6WA7
Holy Family Hospital Heliport,MA,18MA
Metlakatla Seaplane Base,AK,MTM
Round Butte Heliport,OR,0OR4
Candler Co Hospital Heliport,GA,GA32
Air Ambulance Heliport,MO,MO47
Meyers Chuck Seaplane Base,AK,84K
Doral Resort & Country Club Heliport,FL,0FA0
Dolphin Stadium Heliport,FL,0FD2
Miami Herald Heliport,FL,1FD5
Jackson Memorial Hospital Heliport,FL,25FA
Kendall District Station Heliport,FL,2FA0
District Vi Heliport,FL,64FL
Miami Federal Reserve Bank Heliport,FL,71FL
Baptist Hospital Heliport,FL,9FA8
Miami Childrens Hospital Heliport,FL,FA76
Fisher Island Heliport,FL,FD23
Wsvn Television Channel 7 Heliport,FL,FL83
Florida Power & Light County Heliport,FL,FL94
Kelly Tractor County Heliport,FL,FL98
Miami Heliport,FL,X48
Baptist Regional Health Center Heliport,OK,8OK8
Doral Ocean Beach Resort Heliport,FL,23FA
Mount Sinai Medical Center Heliport,FL,FL93
Sycamore Hospital Heliport,OH,OH31
Paines Prairie Heliport,FL,1FD6
St Anthony Hospital Heliport,IN,IN24
Masterson Heliport,TX,81TA
St Luke's Hospital Heliport,MA,MA60
Blackcreek International Heliport,FL,71FD
Southwest General Hospital Heliport,OH,37OH
Miry Dam Heliport,CT,CT25
Timex Heliport,CT,CT45
Harrington Square Heliport,OH,58OI
Airwolf Heliport,OH,59OI
Arh Heliport,KY,65KY
Army Reserve Heliport,IA,0IA9
Ferncroft Village Heliport,MA,6MA4
Tgp Station 71 Heliport,TN,5TN2
Middletown Heliport,CT,0CT6
Middlesex Hospital Heliport,CT,CT98
Maaks Heliport,IL,3IL4
Slate Hill Heliport,NY,2NY6
Middletown Hospital Heliport,OH,
Three Mile Island Heliport,PA,PS14
Dow Division Heliport,MI,MI28
BTA Heliport,TX,
Cedar Circle Heliport,TX,32XS
Midwest City Regional Hospital Heliport,OK,OL15
Ritz 2 Heliport,PA,53PA
Milan General Hospital Heliport,TN,6TN6
Milbridge Heliport,ME,ME58
Holy Rosary Heliport,MT,1MT5
Milford-Alexander Heliport,CT,CT46
Consumer Products Div Warner-Lambert County Heliport,CT,CT47
Army National Guard Heliport,MA,MA46
Fuller Heliport,MI,
Lorden Heliport,NH,03NH
Stone Song Heliport,NH,34NH
Spring Creek Heliport,NH,NH94
Monk Heliport,NJ,JY37
Lightning Tree Farm Heliport,NY,4NK7
State Police Troop K Heliport,NY,7NY5
Millbury Savings/West Heliport,MA,4MA3
Central State Hospital Heliport,GA,6GA6
Millinocket Seaplane Base,ME,70B
Southend Farm Heliport,MA,5MA5
Davna Corp Heliport,MA,MA71
Holly City Heliport,NJ,2P5
Santa Rosa Medical Center Heliport,FL,94FD
Futuristics Heliport,NC,4NC1
Mountain Fresh Farm Heliport,NY,8NY2
Aurora St Luke's Medical Center Heliport,WI,0WI0
St Mary's Hospital of Milwaukee Heliport,WI,WS03
Winthrop University Hospital Heliport,NY,NK37
Caton South Heliport,VA,VA74
Fort Wolters Helicopters Heliport,TX,88TS
Upham Heliport,TX,TA32
Palo Pinto General Hospital Heliport,TX,XA26
Peterson Seaplane Base,MN,31MN
Fairview Riverside Medical Center Heliport,MN,9MN4
Abbott Northwestern Hospital Heliport,MN,MN10
University of Mn Hospitals & Clinics Heliport,MN,MY65
Whaletail Lake Seaplane Base,MN,95MN
Wilson Heliport,IL,44IL
Dresden Power Station Heliport,IL,52IS
Trinity Medical Center Heliport,ND,2ND4
NBC 6 (WTVJ) Heliport,FL,1FL4
Mission Hospital Helistop,CA,CA55
Community Medical Center Heliport,MT,2MT3
St Patrick Hospital Heliport,MT,MT23
Missoula Unit Heliport,MT,MT44
Community Hospital Heliport,TX,TS86
Avera Queen of Peace Hospital Heliport,SD,SD52
Telstar Heliport,SD,SD92
Arches Tours Heliport,UT,UT04
Two Jays Nr 1 Heliport,UT,UT38
Allen Memorial Hospital Heliport,UT,UT50
Two Jays Nr 2 Heliport,UT,UT72
Flobec Heliport,MO,76MU
Riley House Heliport,MO,MU50
Usa Medical Center Heliport,AL,AL52
Providence Hospital Heliport,AL,AL82
Mobridge Regional Hospital Heliport,SD,SD80
Helitradewinds Heliport,OR,5OR1
UMC Trauma Center Heliport,IL,
Quad-City Seaplane Base,IL,I04
Trinity Medical Center Heliport,IL,IS97
Kaiser Heliport,IL,IL96
Osf Family Medical Center Heliport,IL,LL01
Monongahela Valley Hospital Heliport,PA,5PA5
Walton County Hospital Heliport,GA,GA38
LA State Police Troop F Heliport,LA,07LS
Metro Ambulance Service Heliport,LA,LA10
University Health Conway Hospital Heliport,LA,LS30
Helifarm Heliport,MI,MI54
Union Memorial Hospital Inc Heliport,NC,2NC2
Monroe County Hospital Heliport,AL,1AL6
Lag Iii Heliport,PA,02PA
Forbes Regional Health Center Heliport,PA,54PN
Montegue Heliport,NJ,73NJ
Chippewa County Hospital Heliport,MN,2MN3
Business Center of Alabama Heliport,AL,1AL7
Aldot Complex Heliport,AL,
Baptist Medical Center Heliport,AL,AL11
Caterpillar Aurora Heliport,IL,IS74
Alloy Heliport,WV,WV36
Drew Memorial Hospital Heliport,AR,AR85
Wayne County Hospital Heliport,KY,30KY
Mmc Heliport,NY,07NY
Wyde Heliport,NY,NY14
Hilltop Heliport,NY,NY30
Bear Lake Memorial Hospital Helipad,ID,16ID
Montrose Memorial Hospital Heliport,CO,31CO
Montrose Blm Heliport,CO,6CO5
West Area Pwr Admin Ops Center Heliport,CO,6CO8
Montrose Memorial Hospital Heliport,CO,CD47
Monument Helibase Heliport,CO,61CO
Chemical Bank - New Jersey Na Heliport,NJ,
Griffin Associates Heliport,NJ,6NJ4
Hopkins Heliport,IN,5II4
Berling Heliport,IN,IN22
Sce Moorpark Substation Heliport,CA,82CA
Mercy Hospital & Healthcare Center Heliport,MN,3MN2
Pamco Pa Heliport,PA,80PA
Wnep-Tv Heliport,PA,PA98
Kanabec Hospital Heliport,MN,MN43
Morehead City State Port Terminal Heliport,NC,NC80
Som Jackson Heliport,OH,1OI4
University Medical Center Heliport,CA,CA28
Lakewood Hospital Heliport,LA,42LA
Mobil Heliport,LA,5LA2
Kerr Mc Gee Heliport,LA,5LA3
Shell Morgan City Heliport,LA,5LA4
