,title,release,distributor,director,rate,directorEff,actorEff,distributorEff,season,release.1,productContinent,showtime,trailershow,genre액션,genre범죄,genre드라마,genre코미디,genre어드벤처,genre멜로.로맨스,genreSF,genre다큐멘터리,genre공연,genre판타지,genre애니메이션,genre공포.호러.,genre성인물.에로.,genre사극,genre미스터리,star.1,firstppl,allpeople
106,스나이퍼,2015-02-05,(주)소나무픽쳐스,알렉세이 유치텔,15세이상관람가,556193.0129,0,1360.110169,0,목요일,유럽,132,441947,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,47,76
107,밀양 아리랑,2015-07-16,(주)시네마달,박배일,15세이상관람가,0,NA,11917.26667,0,목요일,아시아,102,5691,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,13,3010
108,킬러,2015-11-26,라인트리엔터테인먼트,카말 암드,청소년관람불가,2,0,188.75,0,목요일,북아메리카,86,5215,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C,11,60
109,명령불복종 교사,2015-05-14,(주)인디플러그,서동일,전체관람가,0,57369,6808.363636,0,목요일,아시아,96,11320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,4,1827
110,슈퍼내츄럴 액티비티,2015-02-05,스크린조이,데릭 리 닉슨,15세이상관람가,4,2,1180.44898,0,목요일,북아메리카,92,4214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D,4,4
111,그림자들의 섬,2016-08-25,(주)시네마달,김정근,15세이상관람가,4197,NA,11917.26667,0,목요일,아시아,98,16297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,3,4473
112,지저스 러브스 미,2015-02-05,에이원엔터테인먼트,플로리안 데이비드 핏츠,15세이상관람가,2,6642.5,842.5,0,목요일,유럽,100,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
113,스폰지밥 3D,2015-02-18,씨제이이앤엠(주),폴 티비트,전체관람가,1270095.55,108338.6667,1776720.043,1,수요일,북아메리카,92,89134,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,B,33086,325016
114,스틸 앨리스,2015-04-29,그린나래미디어(주),리처드 글랫저,12세이상관람가,112711,81824,NA,1,수요일,북아메리카,101,68746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1024,112977
115,백 투 더 비기닝,2015-02-26,롯데쇼핑㈜롯데엔터테인먼트,딘 이스라엘리트,15세이상관람가,266389,489346,939394.8315,0,목요일,북아메리카,106,218313,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,652,266610
116,포커스,2015-02-26,워너브러더스 코리아(주),글렌 피카라,15세이상관람가,91164,648024,1924465,0,목요일,북아메리카,130,179021,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,B,452,91164
117,헬머니,2015-03-05,(주)넥스트엔터테인먼트월드(NEW),신한솔,청소년관람불가,522929,500267.3333,1730768.045,0,목요일,아시아,108,823169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,238,523871
118,조류인간,2015-02-26,(주) 루스이소니도스,신연식,15세이상관람가,39842,392318,2738,0,목요일,아시아,112,64745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,142,2738
119,엄마의 유산,2015-02-12,(주)에스와이코마드,알렉세이 고를로프,12세이상관람가,264,176,4956.083333,0,목요일,아시아,78,6039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,108,264
120,욕망의 대지,2015-02-17,(주)수키픽쳐스,길예르모 아리아가,청소년관람불가,0,1440738.333,650.3333333,1,화요일,북아메리카,111,9840,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,B,54,54
121,미조-못다한이야기(감독판),2015-02-12,(주)씨타마운틴픽쳐스,남기웅,청소년관람불가,90,112,13116.08621,0,목요일,아시아,72,21856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,10,10
122,나는 야한 여자가 좋다 2 무삭제감독판,2015-02-12,(주)케이알씨지,김봉은,청소년관람불가,1263.4,1248,489.7926829,0,목요일,아시아,80,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,2
123,성항기병2,2015-02-12,(주)케이알씨지,맥당걸,청소년관람불가,910201.8425,0,489.7926829,0,목요일,아시아,89,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2
124,옥보단-음행합궁비사,2015-02-12,(유)조이앤컨텐츠그룹,하번,청소년관람불가,76159.23577,0,975.0625,0,목요일,아시아,88,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,2,2
125,활: 사막의 제왕,2015-02-12,(주)케이알씨지,고봉,12세이상관람가,2,0,489.7926829,0,목요일,아시아,89,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
126,불량 경찰2 : 부정부패 소탕 작전,2015-02-12,(주)소나무픽쳐스,산티아고 세구라,청소년관람불가,11,50,1360.110169,0,목요일,유럽,97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1
127,정무가정,2015-02-12,(주)소나무픽쳐스,풍덕륜,15세이상관람가,6357.333333,4158.916667,1360.110169,0,목요일,아시아,101,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D,1,1
128,그레이의 50가지 그림자,2015-02-26,유니버설픽쳐스인터내셔널 코리아(유),샘 테일러-존슨,청소년관람불가,326712.2252,127568.6667,615517.7419,0,목요일,북아메리카,125,448832,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,39769,364415
129,순수의 시대,2015-03-05,씨제이이앤엠(주),안상훈,청소년관람불가,2367272,1030931.222,1776720.043,0,목요일,아시아,113,151122,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,C,4399,469908
130,피가로의 결혼,2015-02-21,(주)인스터피씨엠,스벤-에릭 베히톨프,전체관람가,50853.93333,NA,774.59375,0,토요일,북아메리카,202,2299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,643,2415
131,비비안 마이어를 찾아서,2015-04-30,오드,존 말루프,전체관람가,18693,NA,8861.333333,0,목요일,북아메리카,84,24389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,489,18829
132,벤베누토 첼리니,2015-03-04,에스디시코리아 주식회사,테리 길리엄,전체관람가,956,NA,1673.75,0,수요일,유럽,180,4088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,263,956
133,익스트랙션 데이,2015-02-25,(주)스넵쏘울,매튜 니나버,15세이상관람가,54,0,174.75,1,수요일,북아메리카,106,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,54,54
134,하숙집,2015-02-25,(주)소나무픽쳐스,경석호,청소년관람불가,2864.5,1,1360.110169,1,수요일,아시아,94,47421,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,41,630
135,이그지스트,2015-02-23,(주)에이블엔터테인먼트,에두아르도 산체스,청소년관람불가,38.5,2,1220.666667,1,월요일,북아메리카,86,16369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,2,2
136,살인의뢰,2015-03-12,씨네그루(주)다우기술,손용호,청소년관람불가,855980,932190,158754.7931,0,목요일,아시아,102,347680,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1540,855980
137,채피,2015-03-12,유니버설픽쳐스인터내셔널 코리아(유),닐 블롬캠프,15세이상관람가,1207732,768013.3333,615517.7419,0,목요일,북아메리카,120,434012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1003,573661
138,포스 마쥬어: 화이트 베케이션,2015-03-12,(주)블룸즈베리리소시스리미티드,루벤 외스틀룬드,15세이상관람가,5372,2686,9654,0,목요일,유럽,118,32325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,751,5394
139,불의 전차,2016-06-16,(주)프레인글로벌,휴 허드슨,12세이상관람가,250552.9895,3.333333333,106346.4615,0,목요일,유럽,123,46331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,285,58197
140,드래곤 블레이드,2015-03-12,롯데쇼핑㈜롯데엔터테인먼트,이인항,15세이상관람가,34428,24737.33333,939394.8315,0,목요일,아시아,127,105817,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,263,57377
141,투 라이프,2015-05-07,주식회사 씨네룩스,장 자크 질베르만,15세이상관람가,2730,1757,6182.833333,0,목요일,유럽,104,15848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,243,2811
142,모스트 바이어런트,2015-04-02,(주)영화사 진진,J.C 챈더,15세이상관람가,11713.5,1493434.5,26747.775,0,목요일,북아메리카,124,58495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,216,10175
143,아리아,2015-04-23,(주)엣나인필름,아시아 아르젠토,15세이상관람가,4385,4385,30859.85,0,목요일,유럽,103,16067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,216,4392
144,팔로우,2015-04-02,"(주)영화사오원,(주)브리즈픽처스",데이빗 로버트 밋첼,청소년관람불가,33489,33489,21063.98413,0,목요일,북아메리카,100,148966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,214,33512
145,엘리노어 릭비: 그 남자 그 여자,2015-04-09,(주)이수C&E,네드 벤슨,15세이상관람가,22213,586405.6667,114270,0,목요일,북아메리카,122,15584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,194,47813
146,스물,2015-03-25,(주)넥스트엔터테인먼트월드(NEW),이병헌,15세이상관람가,3044134,5281911,1730768.045,1,수요일,아시아,115,1560744,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,183,3044859
147,그런 날 사이에 어떤 날,2015-04-09,펜타브리드,매튜 포터필드,15세이상관람가,469,234.5,469,0,목요일,북아메리카,90,501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,169,501
148,화장,2015-04-09,(주)리틀빅픽쳐스,임권택,청소년관람불가,142519,770847,267557.4,0,목요일,아시아,94,246743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,168,142609
149,위자,2015-04-16,유니버설픽쳐스인터내셔널 코리아(유),스틸즈 화이트,15세이상관람가,73716,73716,615517.7419,0,목요일,북아메리카,99,535507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,C,167,73716
150,친절한 가정부,2015-02-26,(주)박수엔터테인먼트,노진수,청소년관람불가,330,445,50816,0,목요일,아시아,75,19534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,166,166
151,그라운드의 이방인,2015-03-19,㈜인디스토리,김명준,전체관람가,3847,2564.666667,5107.791667,0,목요일,아시아,103,41035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,142,4007
152,맹글혼,2015-11-26,(주)영화사 빅,데이빗 고든 그린,15세이상관람가,894.5,2321.375,44507.36111,0,목요일,북아메리카,97,21960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,142,2653
153,사랑이 이긴다,2015-09-10,(주)리틀빅픽쳐스,민병훈,15세이상관람가,7664,12060.66667,267557.4,0,목요일,아시아,100,19123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,129,15331
154,산다,2015-05-21,(주)리틀빅픽쳐스,박정범,청소년관람불가,31048,2586.666667,267557.4,0,목요일,아시아,72,6890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,122,4398
155,더 홈즈맨,2015-10-08,와이드 릴리즈(주),토미 리 존스,청소년관람불가,2637,1310985.25,12370.29167,1,목요일,유럽,123,48330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,120,2637
156,스트레인저랜드,2015-08-06,(주)엔케이컨텐츠,킴 파란트,청소년관람불가,905905.2867,81306.33333,366.625,0,목요일,오세아니아,112,67007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,103,5209
157,당신의 세상은 지금 몇 시?,2015-11-19,알토미디어(주),사피 야즈다니안,12세이상관람가,2106,13707,858.6666667,0,목요일,유럽,101,15901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,99,2106
158,어거스트 에이트,2015-02-26,(주)토러스엔터테인먼트,드하니크 페지예프,15세이상관람가,11,54605,16,0,목요일,유럽,132,77931,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,C,11,161
159,나는 야한 여자가 좋다 무삭제감독판,2015-02-26,(주)케이알씨지,신정균,청소년관람불가,2617.5,1688,489.7926829,0,목요일,아시아,90,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,2
160,배틀 오브 스페이스: 우주전쟁,2015-02-26,스크린조이,닐 존슨,12세이상관람가,323.5,0,1180.44898,0,목요일,오세아니아,89,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,2,2
161,신데렐라,2015-03-19,월트디즈니컴퍼니코리아(주),케네스 브래너,전체관람가,521988.5,748414.7778,3265032.5,0,목요일,북아메리카,113,302585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,798,716491
162,선라이트 주니어,2015-03-05,(주)스튜디오후크,로리 콜리어,청소년관람불가,399,28128,316.2,0,목요일,북아메리카,94,399,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,399,399
163,태양을 쏴라,2015-03-19,(유)조이앤시네마,김태식,청소년관람불가,8722.5,8135.916667,10713.5,0,목요일,아시아,87,63799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,389,17444
164,뷰티풀 라이,2015-03-26,씨제이이앤엠(주),필리프 팔라도,12세이상관람가,15050,65604.88889,1776720.043,0,목요일,북아메리카,105,8504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,214,15050
165,살인캠프,2015-03-05,골든타이드픽처스(주),이상빈,청소년관람불가,591,1031793.722,3295.125,0,목요일,아시아,98,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,74,101
166,자가당착: 시대정신과 현실참여,2015-09-10,(주)인디플러그,김선,청소년관람불가,110586.6667,324,6808.363636,0,목요일,아시아,74,6903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D,74,532
167,팝 리뎀션,2015-03-10,(주)미디어데이,마르탱 르 갈,15세이상관람가,115,4797,11716.46552,0,화요일,유럽,94,177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,54,177
168,비트레이얼,2015-03-05,주식회사 루믹스미디어,잭 토팔리안,15세이상관람가,40,50,41.125,0,목요일,북아메리카,85,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,40,40
169,미친 섹스,2015-03-09,(주)투윈글로벌,폴 슬레딴느,청소년관람불가,955279.3757,0,1242.88,0,월요일,유럽,76,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,C,39,130
170,"땡큐, 대디",2015-04-23,(주)영화사 빅,닐스 타베니어,전체관람가,33066,19084,44507.36111,0,목요일,유럽,89,27883,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,30,33066
171,"단지 키스, 맛있는 키스",2015-03-05,(주)씨타마운틴픽쳐스,데이빗 피닐로스,15세이상관람가,3,570.75,13116.08621,0,목요일,유럽,91,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,A,3,3
172,울언니: 성상납의 비밀 무삭제판,2015-03-11,(주)팝엔터테인먼트,이제락,청소년관람불가,2391,168323.8333,15471.31818,0,수요일,아시아,97,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
173,우주로봇 씨어,2015-03-12,"(주)마인스 엔터테인먼트,(유)영화사 화수분",왕장준,전체관람가,13426,65534.84615,22541.41503,0,목요일,아시아,92,11592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,8619,13426
174,런 올 나이트,2015-03-19,워너브러더스 코리아(주),자움 콜렛 세라,청소년관람불가,2084457,258348,1924465,0,목요일,북아메리카,114,140756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1401,289534
175,트레이서,2015-03-19,"(주)영화사오원,(주)브리즈픽처스",다니엘 벤마요,15세이상관람가,26262,371184.875,21063.98413,0,목요일,북아메리카,93,116169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1209,26262
176,파울볼,2015-04-02,오퍼스픽쳐스,조정래,전체관람가,33231.5,1131874.242,8734.75,0,목요일,아시아,87,116930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,540,31137
177,세계일주,2015-03-26,(주)나이너스엔터테인먼트,이항배,12세이상관람가,4449,319438,60803.77778,0,목요일,아시아,91,22902,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,A,238,4449
178,코멧,2015-03-25,(주)지어소프트,샘 에스마일,15세이상관람가,7597,12484.5,27269.6,1,수요일,북아메리카,91,63286,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,C,214,7597
179,위대한 유산,2015-03-12,(주)케빈앤컴퍼니,그라함 맥라렌,12세이상관람가,574,574,825.1818182,0,목요일,유럽,116,62016,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,192,574
180,나쁜 녀석들,2015-03-26,와이드 릴리즈(주),줄리어스 에이버리,15세이상관람가,4936,334862.3333,12370.29167,0,목요일,오세아니아,102,41145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,142,4936
181,와일드 카드,2015-03-19,(주)영화사 빅,사이먼 웨스트,청소년관람불가,150901.3333,185018.6667,44507.36111,0,목요일,북아메리카,92,53395,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,126,3109
182,화이트 갓,2015-04-02,(주)나이너스엔터테인먼트,코르넬 문드럭초,15세이상관람가,2509,2509,60803.77778,0,목요일,유럽,120,93542,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,120,2531
183,베드(감독판),2015-03-12,(주)씨타마운틴픽쳐스,박철수,청소년관람불가,140,15781.41667,13116.08621,0,목요일,아시아,91,54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,54
184,아들의 자리,2015-03-12,(주)미디어데이,칼린 페터 네쩌,15세이상관람가,54,54,11716.46552,0,목요일,유럽,112,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,54,315
185,망대,2015-03-12,골든타이드픽처스(주),문승욱,전체관람가,32.5,0,3295.125,0,목요일,아시아,66,9219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,25,65
186,두 번째 엄마 무삭제판,2015-03-12,(주)케이알씨지,이민환,청소년관람불가,342,1,489.7926829,0,목요일,아시아,74,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,2,4
187,신북두신권,2015-03-12,(유)조이앤컨텐츠그룹,남내재,청소년관람불가,910201.8425,83.66666667,975.0625,0,목요일,아시아,90,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,6
188,인서전트,2015-03-25,롯데쇼핑㈜롯데엔터테인먼트,로베르트 슈벤트케,15세이상관람가,101460,132535.3333,939394.8315,1,수요일,북아메리카,119,319411,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,38443,282707
189,송 원,2015-04-01,(주)박수엔터테인먼트,케이트 베커-플로이랜드,15세이상관람가,47599,280400.5,50816,0,수요일,북아메리카,88,82976,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,1088,48396
190,윈드랜드,2015-04-02,예지림엔터테인먼트,세르지오 맨피오,전체관람가,24441,78974,10600.7619,0,목요일,유럽,81,15936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,999,24936
191,착한 여자,2015-03-25,(주)소나무픽쳐스,경석호,청소년관람불가,2864.5,3424.666667,1360.110169,1,수요일,아시아,51,708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,702,708
192,몽골리안 프린세스,2015-03-19,(주)영화사 조제,정단우,청소년관람불가,424,424,11431.9375,0,목요일,아시아,80,28821,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,238,424
193,섹슈얼 어드벤쳐,2015-03-20,스크린조이,숀 개리티,청소년관람불가,148,148,1180.44898,0,금요일,북아메리카,103,148,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,148,148
194,마담 보바리,2015-04-02,에이원엔터테인먼트,앤 폰테인,청소년관람불가,36873.5,516296.75,842.5,0,목요일,유럽,99,37350,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,108,7221
195,울프,2015-03-25,씨네그루(주)다우기술,짐 타이후투,청소년관람불가,50,861860.6782,158754.7931,1,수요일,유럽,86,9661,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,50,50
196,생 로랑,2015-04-16,(주)팝엔터테인먼트,베르트랑 보넬로,청소년관람불가,7975,612264,15471.31818,0,목요일,유럽,106,193215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,39,8109
197,한 번 더 해피엔딩,2015-04-08,(주)팝엔터테인먼트,마크 로렌스,15세이상관람가,45527,123205.8333,15471.31818,0,수요일,북아메리카,106,52856,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,B,23,45530
198,너바나,2015-03-19,미카사미디어,티아고 피,청소년관람불가,2,2,1.25,0,목요일,북아메리카,107,3160,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
199,메탈헤드,2015-03-23,주식회사 미콘,라그나 브라가손,15세이상관람가,2,2,6,1,월요일,유럽,97,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
200,분노의 질주: 더 세븐,2015-04-01,유니버설픽쳐스인터내셔널 코리아(유),제임스 완,15세이상관람가,1420258,1554726.714,615517.7419,0,수요일,북아메리카,138,575222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,135946,3248904
201,장수상회,2015-04-09,씨제이이앤엠(주),강제규,12세이상관람가,582176.5,257924.4444,1776720.043,0,목요일,아시아,112,248577,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,5132,1166049
202,투캅스 인 파리,2015-03-26,노바엔터테인먼트,다비드 샤혼,청소년관람불가,6786,347928.5,1554,0,목요일,유럽,94,1008,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,C,5017,6786
203,코블러,2015-04-08,씨네그루(주)다우기술,토마스 맥카시,15세이상관람가,26214,782872.2667,158754.7931,0,수요일,북아메리카,99,118405,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,B,1078,41444
204,청춘의 증언,2015-04-09,판씨네마(주),제임스 켄트,12세이상관람가,8005,618273,209118.1667,0,목요일,유럽,129,29051,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,912,8622
205,나는 야한 여자가 좋다 3,2015-03-26,(주)케이알씨지,김미연,청소년관람불가,76159.23577,132,489.7926829,0,목요일,아시아,80,14516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,503,1031
206,지상에서 영원으로,2016-09-29,,프레드 진네만,전체관람가,632352.2486,0,NA,0,목요일,북아메리카,152,1029,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,484,13742
207,토스카,2015-04-01,에스디시코리아 주식회사,피에르 아우디,12세이상관람가,692,NA,1673.75,0,수요일,유럽,150,6053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,330,2265
208,약장수,2015-04-23,"(주)대명문화공장,(주)나이너스엔터테인먼트",조치언,15세이상관람가,250552.9895,746385.0952,882516.7224,0,목요일,아시아,104,187213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,211,44214
209,일분만 더,2015-04-09,"성길시네마,아이제이미디어(주)",진혜령,15세이상관람가,584,432,584,0,목요일,아시아,110,16819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,158,584
210,히든 스나이퍼,2015-03-26,(주)투윈글로벌,아네트 K. 올레슨,15세이상관람가,118,16407.83333,1242.88,0,목요일,유럽,90,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,130,130
211,소꿉놀이,2016-02-25,(주)시네마달,김수빈,전체관람가,134026.6175,0,11917.26667,0,목요일,아시아,97,35164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,112,2115
212,잡식가족의 딜레마,2015-05-07,(주)시네마달,황윤,전체관람가,6494,NA,11917.26667,0,목요일,아시아,106,26211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,74,6701
213,써스펜션,2015-03-26,(주)시네마리퍼블릭,마이크 피기스,청소년관람불가,60,1,4.105263158,0,목요일,유럽,112,977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,60,60
214,마법의 히드라,2015-03-26,스크린조이,앤드류 프렌더게스트,15세이상관람가,412008.7504,0,1180.44898,0,목요일,북아메리카,94,4649,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,D,2,2
215,아이스 토네이도,2015-03-26,스크린조이,스티븐 R. 몬로,12세이상관람가,229.3333333,0,1180.44898,0,목요일,북아메리카,90,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,2,2
216,맛있는 택배,2015-04-02,노바엔터테인먼트,기대호,청소년관람불가,76159.23577,265110.1667,1554,0,목요일,아시아,84,27060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,4457,6276
217,유고와 라라: 하늘고래와 구름섬 대모험,2015-04-09,와이드 릴리즈(주),왕운비,전체관람가,33333,56787.66667,12370.29167,0,목요일,아시아,80,22196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1006,40374
218,나쁜 사랑,2015-04-16,주식회사 씨네룩스,브누와 쟉꼬,15세이상관람가,7844,1516.333333,6182.833333,0,목요일,유럽,108,68194,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,443,6107
219,더 건맨,2015-04-16,롯데쇼핑㈜롯데엔터테인먼트,피에르 모렐,청소년관람불가,375573,47354.33333,939394.8315,0,목요일,유럽,113,75327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,405,107444
220,엘리노어 릭비: 그 여자,2015-04-09,(주)이수C&E,네드 벤슨,15세이상관람가,22213,861924.5,114270,0,목요일,북아메리카,105,11349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,301,9233
221,엘리노어 릭비: 그 남자,2015-04-09,(주)이수C&E,네드 벤슨,15세이상관람가,22213,861924.5,114270,0,목요일,북아메리카,95,11348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,298,9593
222,신은 죽지 않았다,2015-04-16,"(주)씨타마운틴픽쳐스,(주)에스와이코마드",해롤드 크론크,12세이상관람가,20542,25433,9036.084772,0,목요일,북아메리카,113,58990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,262,38379
223,폴 매카트니의 락쇼,2015-04-02,(주)케빈앤컴퍼니,폴 매카트니,전체관람가,380,18024,825.1818182,0,목요일,북아메리카,134,7652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,199,380
224,후쿠시마의 미래,2015-04-09,(주)인디플러그,이홍기,전체관람가,2165,768,6808.363636,0,목요일,아시아,70,30650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,110,927
225,네이키드 피어,2015-04-02,스크린조이,돔 에버하트,청소년관람불가,355014.1123,0,1180.44898,0,목요일,북아메리카,108,851,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,2,2
226,코모도 대 코브라,2015-04-02,스크린조이,짐 위노스키,15세이상관람가,1,750,1180.44898,0,목요일,북아메리카,94,3815,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,D,2,2
227,공사중,2015-04-08,고구마콘텐츠허브(주),강명진,청소년관람불가,1,4730,523,0,수요일,아시아,92,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
228,뱀파이어 아카데미,2015-04-09,(주)누리픽쳐스,마크 워터스,15세이상관람가,7649,7526.333333,11785.5,0,목요일,북아메리카,104,21629,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,C,5780,7649
