,title,release,distributor,director,rate,directorEff,actorEff,distributorEff,season,release.1,productContinent,showtime,trailershow,genre액션,genre범죄,genre드라마,genre코미디,genre어드벤처,genre멜로.로맨스,genreSF,genre다큐멘터리,genre공연,genre판타지,genre애니메이션,genre공포.호러.,genre성인물.에로.,genre사극,genre미스터리,star.1,firstppl,allpeople
1873,내 남편의 가정교사,2017-01-03,스마일컨텐츠,박선욱,청소년관람불가,2546.5,186,1,0,화요일,아시아,113,23724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,116,116
1874,더 레슨: 마지막 수업,2017-01-02,(주)블루브릭,루스 플랫,청소년관람불가,355014.1123,0,1,0,월요일,유럽,96,498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,60,60
1875,스크림 더 데빌,2016-12-29,주식회사 루믹스미디어,조셉 P. 스타츄라,청소년관람불가,905905.2867,0,41.125,0,목요일,북아메리카,98,1354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,60,60
1876,이너데몬스,2016-12-29,주식회사 루믹스미디어,세스 그로스먼,청소년관람불가,60,60,41.125,0,목요일,북아메리카,83,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,60,60
1877,스노든,2017-02-09,(주)리틀빅픽쳐스,올리버 스톤,15세이상관람가,19716,114079.3333,267557.4,0,목요일,유럽,134,56812,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,44,40040
1878,다윗과 골리앗,2016-12-29,주식회사 풍경소리,월리스 브라더스,12세이상관람가,858613.9248,0,370.4545455,0,목요일,북아메리카,75,53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,35,53
1879,더 마인즈 아이,2017-01-04,모비딕엔터테인먼트(주),조 베고스,청소년관람불가,668274.6849,0,53.5,0,수요일,북아메리카,87,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,20,20
1880,쇼다운 인 마닐라,2017-01-04,모비딕엔터테인먼트(주),마크 다카스코스,15세이상관람가,305640.0234,1577.25,53.5,0,수요일,북아메리카,89,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,20
1881,리틀 고비,2017-01-02,(주)누리픽쳐스,토니 탕,전체관람가,51553,9,11785.5,0,월요일,아시아,87,1270,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,NA,7,18
1882,비밀객잔의 결투,2017-01-04,(주)케이알씨지,유신의,12세이상관람가,62.75,NA,489.7926829,0,수요일,아시아,91,5779,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,D,5,57
1883,검은 집: 죽음을 보는 눈,2016-12-29,(주)케이알씨지,빅터 살바,청소년관람불가,1,0.666666667,489.7926829,0,목요일,북아메리카,102,1918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,1,1
1884,내 남편의 친구,2016-12-29,(주)영화사가을,김정오,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1885,다빈치 트레져,2016-12-29,(주)케이알씨지,피터 머비스,15세이상관람가,552973.9014,354.75,489.7926829,0,목요일,북아메리카,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,1
1886,미용실 : 특별한 서비스,2016-12-29,(주)영화사 사계절,이리단,청소년관람불가,76159.23577,NA,316.5,0,목요일,아시아,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1887,엑소시즘 2017,2017-01-02,(주)케이알씨지,자레드 콘,청소년관람불가,257.4,27,489.7926829,0,월요일,북아메리카,85,4227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,1,1
1888,잃어버린 지구 속으로,2016-12-29,(주)케이알씨지,데이빗 존스,12세이상관람가,1221248.586,0,489.7926829,0,목요일,북아메리카,87,2755,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,C,1,1
1889,정사: 불륜의 맛 무삭제판,2016-12-29,(주)케이알씨지,이민,청소년관람불가,326712.2252,NA,489.7926829,0,목요일,아시아,58,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1890,친구 누나 일본판,2016-12-29,(주)영화사가을,김정오,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1891,타임 체인저,2016-12-29,(주)시네마리퍼블릭,리치 크리스티아노,12세이상관람가,362634.6615,0,4.105263158,0,목요일,북아메리카,97,4005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,1,1
1892,이올란타 & 호두까기인형,2017-01-04,에스디시코리아 주식회사,드미트리 체르니아코프,전체관람가,180,0,1673.75,0,수요일,유럽,237,929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,0,0
1893,공조,2017-01-18,씨제이이앤엠(주),김성훈,15세이상관람가,185978,4779819.5,1776720.043,0,수요일,아시아,125,1426302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,6481,7817459
1894,반지의 제왕 : 반지원정대 (확장판),2017-01-11,(주)디스테이션,피터 잭슨,12세이상관람가,2646170.333,46312,NA,0,수요일,오세아니아,228,66025,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,A,5852,35758
1895,너브,2017-01-11,(주)박수엔터테인먼트,헨리 유스트,15세이상관람가,54461,21559.16667,50816,0,수요일,북아메리카,96,38740,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,5098,29441
1896,모아나,2017-01-12,월트디즈니컴퍼니코리아 유한책임회사,론 클레멘츠,전체관람가,429610.1808,651776.7143,NA,0,목요일,북아메리카,113,1121699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,5083,2310054
1897,라이언,2017-02-01,(주)이수C&E,가스 데이비스,12세이상관람가,250552.9895,79423.66667,114270,0,수요일,오세아니아,118,420260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,967,104218
1898,터닝메카드W: 블랙미러의 부활,2017-01-18,씨네그루(주)키다리이엔티,홍헌표,전체관람가,429610.1808,247664.3333,153464.9667,0,수요일,아시아,72,134658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,493,429569
1899,돈 지오반니,2017-01-07,(주)인스터피씨엠,,전체관람가,50853.93333,532,774.59375,0,토요일,북아메리카,210,1928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,290,1870
1900,더 킹,2017-01-18,(주)넥스트엔터테인먼트월드(NEW),한재림,15세이상관람가,9134586,823668.5833,1730768.045,0,수요일,아시아,134,430770,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,274,5316015
1901,음란 선비 - 무삭제판,2017-01-11,(주)에이블엔터테인먼트,최우성,청소년관람불가,76159.23577,0,1220.666667,0,수요일,아시아,80,12560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,165,165
1902,스와핑 하던 날,2017-01-10,(주)영화사 사계절,명석환,청소년관람불가,76159.23577,186,316.5,0,화요일,아시아,81,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,125,125
1903,더 프레피 커넥션,2017-01-10,(주)블루브릭,조셉 카스텔로,청소년관람불가,855114.8086,2549.666667,1,0,화요일,북아메리카,97,401,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1904,분신사바 : 소녀의 저주,2017-01-11,씨네그루(주)키다리이엔티,황백기,청소년관람불가,355014.1123,0,153464.9667,0,수요일,아시아,86,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,60,60
1905,소림사 무림 탐정-취의전장,2017-01-05,(주)케이알씨지,해도,12세이상관람가,188.75,58,489.7926829,0,목요일,아시아,91,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,29,58
1906,파도가 지나간 자리,2017-03-08,CGV아트하우스,데릭 시엔프랜스,15세이상관람가,21694,490886.6667,345363.1111,0,수요일,북아메리카,132,44569,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,18,82717
1907,더티 로맨스,2017-01-07,이상우 필름,이상우,청소년관람불가,753.5,0,339,0,토요일,아시아,94,1558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,9,16
1908,발레리나,2017-02-09,판씨네마(주),에릭 섬머,전체관람가,1283991.005,272969.5,209118.1667,0,목요일,유럽,89,95542,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,A,8,202693
1909,"내 친구, 그의 아내",2017-01-05,(주)영화사 사계절,김정오,청소년관람불가,76159.23577,0,316.5,0,목요일,아시아,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1910,더 정글,2017-01-11,제인앤유,앤드류 트라우키,15세이상관람가,1,NA,75.75,0,수요일,오세아니아,84,10692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
1911,도망자 2016,2017-01-05,(주)케이알씨지,제이슨 모모아,15세이상관람가,1,1,489.7926829,0,목요일,북아메리카,90,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
1912,바람난 애인,2017-01-05,(주)영화사가을,김정오,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1913,세상의 모든 엄마와 딸들,2017-01-11,(주)도키엔터테인먼트,폴 더드리지,12세이상관람가,250552.9895,9305.444444,66.95111111,0,수요일,북아메리카,92,8629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
1914,엘리미네이터,2017-01-05,(주)케이블티비브이오디,제임스 넌,청소년관람불가,10,714.1666667,NA,0,목요일,유럽,95,6231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
1915,인테로게이션,2017-01-06,(주)제이에이와이이엔터테인먼트,스테판 레이놀즈,15세이상관람가,10,0,70.5,0,금요일,북아메리카,86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
1916,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,(주)디스테이션,피터 잭슨,12세이상관람가,2646170.333,46312,NA,0,수요일,오세아니아,235,28445,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,A,4071,27440
1917,키코리키: 황금모자의 비밀,2017-01-25,(주)영화사 빅,데니스 체르노프,전체관람가,21889,NA,44507.36111,1,수요일,유럽,75,26774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,2677,35111
1918,컨택트,2017-02-02,유니버설픽쳐스인터내셔널 코리아(유),드니 빌뇌브,12세이상관람가,98025.5,439704.3333,615517.7419,0,목요일,북아메리카,116,754642,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,2491,634150
1919,딥워터 호라이즌,2017-01-25,메가박스(주)플러스엠,피터 버그,12세이상관람가,1216149,1808912.333,300007.5714,1,수요일,북아메리카,107,534843,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,539,100051
1920,재키,2017-01-25,그린나래미디어(주),파블로 라라인,15세이상관람가,250552.9895,17194.33333,NA,1,수요일,남아메리카,90,21052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,476,26788
1921,그레이트 월,2017-02-15,유니버설픽쳐스인터내셔널 코리아(유),장예모,12세이상관람가,54670,253840.3333,615517.7419,0,수요일,북아메리카,103,757319,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,200,501486
1922,처녀 파티 2017,2017-01-12,(주)케이알씨지,맥시밀리언 엘펠트,청소년관람불가,196,196,489.7926829,0,목요일,북아메리카,88,3600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,A,167,196
1923,여자전쟁: 여자의 이유,2017-01-17,TCO(주)더콘텐츠온,송창수,청소년관람불가,326712.2252,0,19837,0,화요일,아시아,102,132,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,132,132
1924,도살장,2017-01-12,(주)픽쳐레스크,포웰 로빈슨,청소년관람불가,49374.08893,128,4,0,목요일,북아메리카,81,4399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,60,60
1925,스나이퍼: 특수작전부대,2017-01-17,(주)수키픽쳐스,프레드 올렌 레이,15세이상관람가,10,54,650.3333333,0,화요일,북아메리카,86,8655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,54,54
1926,무림강호: 영웅불패의 신화,2017-01-12,(유)조이앤시네마,유신의,12세이상관람가,62.75,NA,10713.5,0,목요일,아시아,98,7210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,31,74
1927,네이비씰: 어둠의 전쟁,2017-01-12,(주)시네마리퍼블릭,마크 C. 앤드류스,15세이상관람가,305640.0234,0,4.105263158,0,목요일,북아메리카,92,6054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
1928,더 킹 오브 엠파이어,2017-01-12,(주)소나무픽쳐스,케네스 카인츠,15세이상관람가,1204739.318,1161.333333,1360.110169,0,목요일,유럽,92,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,D,1,1
1929,스와핑 : 친구부부의 쾌락,2017-01-17,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,화요일,아시아,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1930,신혼여행 : 불륜,2017-01-17,(주)영화사가을,김정오,청소년관람불가,76159.23577,5,NA,0,화요일,아시아,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1931,젊은 형수,2017-01-17,(주)영화사가을,김정오,청소년관람불가,76159.23577,NA,NA,0,화요일,아시아,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1932,탐정사무소-그놈의 얼굴,2017-01-18,(주)나우콘텐츠,이동현,15세이상관람가,843704.4803,0,48.81481481,0,수요일,아시아,60,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1
1933,레지던트 이블: 파멸의 날,2017-01-25,유니버설픽쳐스인터내셔널 코리아(유),폴 W.S. 앤더슨,청소년관람불가,1373873,0.333333333,615517.7419,1,수요일,북아메리카,106,850556,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A,71439,765259
1934,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,(주)디스테이션,피터 잭슨,12세이상관람가,2646170.333,46312,NA,1,수요일,오세아니아,263,47499,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,A,4395,30349
1935,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,와이드 릴리즈(주),다라 오코넬,전체관람가,982584.0823,83124.51282,12370.29167,1,수요일,유럽,68,42998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,B,2237,60944
1936,맨체스터 바이 더 씨,2017-02-15,THE 픽쳐스,케네스 로너건,15세이상관람가,250552.9895,56190.41667,3639.9,0,수요일,북아메리카,137,63961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,367,55658
1937,사랑받지 못한 여자,2017-01-24,(주)모멘텀엔터테인먼트,노진수,청소년관람불가,330,109,62.57142857,1,화요일,아시아,87,327,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,327,327
1938,재심,2017-02-15,"오퍼스픽쳐스,CGV아트하우스",김태윤,15세이상관람가,497994,3413893.5,177048.9306,0,수요일,아시아,119,1135076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,282,2421011
1939,언프렌드,2017-02-09,(주)크리픽쳐스,시몬 베호벤,15세이상관람가,305640.0234,394076,NA,0,목요일,유럽,92,64118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,238,23688
1940,마이펫 오지,2017-02-16,롯데쇼핑㈜롯데엔터테인먼트,알베르토 로드리게즈,전체관람가,1534.5,NA,939394.8315,0,목요일,유럽,89,36942,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,B,206,124318
1941,로봇 오버로드,2017-01-19,노바엔터테인먼트,존 라이트,12세이상관람가,99.5,5631.777778,1554,0,목요일,유럽,90,45320,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,174,189
1942,유혹,2017-01-19,주식회사 루믹스미디어,최우성,청소년관람불가,556193.0129,2525.5,41.125,0,목요일,아시아,82,5845,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,165,165
1943,러브 슬레이트,2017-01-19,콩미디어,김현수,청소년관람불가,430558.6808,NA,NA,0,목요일,아시아,88,125,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,125,125
1944,미용실 : 특별한 서비스 무삭제,2017-01-25,(주)영화사 사계절,이리단,청소년관람불가,76159.23577,NA,316.5,1,수요일,아시아,81,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,116,116
1945,장기왕 : 가락시장 레볼루션,2017-02-02,하준사,정다원,15세이상관람가,287511.4674,0,1144.2,0,목요일,아시아,89,24946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,107,1250
1946,히든 피겨스,2017-03-23,이십세기폭스코리아(주),데오도르 멜피,12세이상관람가,86413,56005,1210796.833,0,목요일,북아메리카,127,1032742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,72,449421
1947,비욘드 리뎀션,2017-01-23,(주)블루브릭,브루스 폰테인,15세이상관람가,305640.0234,0,1,1,월요일,북아메리카,89,1725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1948,젊은 형부 무삭제판,2017-01-25,(주)픽쳐레스크,박은호,청소년관람불가,76159.23577,1683.666667,4,1,수요일,아시아,75,17447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,60,60
1949,키드넵 인 루마니아,2017-01-19,주식회사 루믹스미디어,카를로 푸스코,청소년관람불가,1164,1056,41.125,0,목요일,북아메리카,88,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,60,60
1950,톰과 릴리: 그들만의 공간,2017-01-25,C무비,제임스 최,12세이상관람가,250552.9895,0,1092,1,수요일,북아메리카,75,404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,48,404
1951,몽키킹 히어로: 손오공과 요괴왕의 대결,2017-01-19,(주)케이알씨지,이샤오싱,12세이상관람가,939276.8841,58,489.7926829,0,목요일,아시아,94,12779,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,C,29,58
1952,파이널크루 : 칸우 탈출작전,2017-01-19,즐감,니콜라이 레베데프,15세이상관람가,556193.0129,4527.5,NA,0,목요일,유럽,119,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,20,34
1953,팔괘장: 무림쟁패,2017-01-19,(주)소나무픽쳐스,곽회중,15세이상관람가,556193.0129,NA,1360.110169,0,목요일,아시아,89,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,18,24
1954,술탄,2017-01-19,주식회사 씨엠닉스,알리 아바스 자파,12세이상관람가,363670.7032,15100.33333,NA,0,목요일,아시아,170,6004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,A,9,44
1955,서유기3: 월광보합 리턴즈,2017-01-25,(주)케이알씨지,유진위,12세이상관람가,939276.8841,89.5,489.7926829,1,수요일,아시아,92,21596,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,D,6,57
1956,내 친구의 엄마 (무삭제),2017-01-19,엠아이픽쳐스,탁승오,청소년관람불가,326712.2252,NA,NA,0,목요일,아시아,63,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,1,1
1957,내 학생의 엄마 무삭제판,2017-01-19,(주)영화사 사계절,기대호,청소년관람불가,76159.23577,0,316.5,0,목요일,아시아,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1958,둠스데이: 지구 최후의 전쟁,2017-01-19,(주)소나무픽쳐스,마르틴 바르네비츠,12세이상관람가,1,1,1360.110169,0,목요일,유럽,85,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,D,1,1
1959,딸의 친구,2017-01-21,(주)컨텐츠 빌리지,최우성,청소년관람불가,76159.23577,NA,NA,0,토요일,아시아,82,9435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1960,아내의 불륜2,2017-01-25,(주)영화사가을,김민식,청소년관람불가,76159.23577,33.8,NA,1,수요일,아시아,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1961,애정중독,2017-01-24,주식회사 풍경소리,팔로마 아귈레라 발데베니토,청소년관람불가,250552.9895,0,370.4545455,1,화요일,유럽,96,3178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
1962,어쌔신즈,2017-01-19,(주)시네마리퍼블릭,마이클 보노모,청소년관람불가,1,60,4.105263158,0,목요일,북아메리카,84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
1963,위드,2017-01-19,주식회사 대양미디어,박성수,청소년관람불가,155,0,46.5,0,목요일,아시아,95,11305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
1964,인사이드 워,2017-01-23,(주)시네마리퍼블릭,브렛 바벨,12세이상관람가,1,1,4.105263158,1,월요일,북아메리카,99,7893,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,C,1,1
1965,크레이지,2017-01-19,(주)시네마리퍼블릭,릭 비버,청소년관람불가,1909,0.333333333,4.105263158,0,목요일,북아메리카,106,1324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1
1966,조작된 도시,2017-02-09,씨제이이앤엠(주),박광현,15세이상관람가,910201.8425,1246532.917,1776720.043,0,목요일,아시아,126,1130387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3271,2514943
1967,문라이트,2017-02-22,CGV아트하우스,배리 젠킨스,15세이상관람가,250552.9895,25.33333333,345363.1111,1,수요일,북아메리카,111,150251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,384,177483
1968,루시드 드림,2017-02-22,(주)넥스트엔터테인먼트월드(NEW),김준성,15세이상관람가,0,1181379.111,1730768.045,1,수요일,아시아,101,191224,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,282,102170
1969,돈키호테 맨 오브 라만차,2017-01-26,주식회사 풍경소리,다비드 비이어,12세이상관람가,552973.9014,123656.3333,370.4545455,1,목요일,북아메리카,84,20386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,25,29
1970,허클베리 핀의 매직 어드벤쳐: 램프의 요정 지니에게 소원을 말해봐,2017-01-26,(주)소나무픽쳐스,블라드렌 바르베,전체관람가,24,NA,1360.110169,1,목요일,유럽,78,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,18,24
1971,골드,2017-03-22,CGV아트하우스,스티븐 개건,15세이상관람가,803526.8909,69957.33333,345363.1111,0,수요일,북아메리카,121,52241,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,A,17,25612
1972,무공비계,2017-02-01,(주)케이알씨지,류신의,12세이상관람가,151.3333333,NA,489.7926829,0,수요일,아시아,86,5398,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,D,6,55
1973,동창회의 목적: 더 비기닝,2017-02-02,(주)소나무픽쳐스,정대만,청소년관람불가,326712.2252,NA,1360.110169,0,목요일,아시아,98,149,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,1,149
1974,트리플 엑스 리턴즈,2017-02-08,롯데쇼핑㈜롯데엔터테인먼트,D.J. 카루소,15세이상관람가,1,1780985,939394.8315,0,수요일,북아메리카,106,972267,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,69608,475309
1975,레고 배트맨 무비,2017-02-09,워너브러더스 코리아(주),크리스 맥케이,전체관람가,1022761.672,403696.3333,1924465,0,목요일,북아메리카,106,59833,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,A,29580,148760
1976,"그래, 가족",2017-02-15,월트디즈니컴퍼니코리아 유한책임회사,마대윤,12세이상관람가,287511.4674,597069.3333,NA,0,수요일,아시아,106,768581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,2398,46623
1977,트롤,2017-02-16,씨제이이앤엠(주),마이크 미첼,전체관람가,1415564.5,257501.6667,1776720.043,0,목요일,북아메리카,78,158215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1011,675966
1978,핵소 고지,2017-02-22,판씨네마(주),멜 깁슨,15세이상관람가,556193.0129,137159,209118.1667,1,수요일,북아메리카,139,172023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,832,177601
1979,사일런스,2017-02-28,씨네그루(주)키다리이엔티,마틴 스콜세지,15세이상관람가,216462,341921,153464.9667,1,화요일,북아메리카,159,146483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,454,94750
1980,더 큐어,2017-02-15,이십세기폭스코리아(주),고어 버빈스키,청소년관람불가,387527,238070.1667,1210796.833,0,수요일,북아메리카,146,733725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C,403,159948
1981,원라인,2017-03-29,(주)넥스트엔터테인먼트월드(NEW),양경모,15세이상관람가,0,434777,1730768.045,1,수요일,아시아,131,821987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,282,434777
1982,맛있는 워킹걸,2017-02-02,(주)케이알씨지,화니,청소년관람불가,76159.23577,NA,489.7926829,0,목요일,아시아,80,14688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,173,214
1983,50가지 그림자: 심연,2017-02-09,유니버설픽쳐스인터내셔널 코리아(유),제임스 폴리,청소년관람불가,326712.2252,9145.5,615517.7419,0,목요일,북아메리카,118,643989,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,159,189620
1984,페기 구겐하임: 아트 애딕트,2017-02-09,에스디시코리아 주식회사,리사 이모르디노 브릴랜드,12세이상관람가,134026.6175,0,1673.75,0,목요일,북아메리카,96,9476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,112,5605
1985,용을 찾아서,2017-02-22,(주)머스트씨무비릴리징컴퍼니,호승충,전체관람가,982584.0823,NA,5966.571429,1,수요일,아시아,97,19156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,B,107,8638
1986,아뉴스 데이,2017-03-30,찬란,앤 폰테인,15세이상관람가,36873.5,0,14099.2,0,목요일,유럽,115,24670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,71,11611
1987,더 트러스트,2017-02-02,(주)케이알씨지,알렉스 브루어,15세이상관람가,910201.8425,81039.5,489.7926829,0,목요일,북아메리카,91,5560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,27,54
1988,은행털이 할배와 나,2017-02-08,(주)피터팬픽쳐스,레쉐프 레비,15세이상관람가,4,724255,124.5,0,수요일,중동,108,3019,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,4,4
1989,파라노말 시그널,2017-02-03,주식회사 풍경소리,라이언 브룩하트,15세이상관람가,649639.3523,NA,370.4545455,0,금요일,북아메리카,90,2871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,D,2,2
1990,P.S. 걸 무삭제,2017-02-06,전망 PRODUCTION,원석호,청소년관람불가,0,129.2222222,NA,0,월요일,아시아,91,15121,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1991,내 형의 아내,2017-02-02,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1992,섹스돌,2017-02-08,(주)컴퍼니엘,실비 베르헤드,청소년관람불가,250552.9895,12.5,173.5714286,0,수요일,유럽,102,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2
1993,시아버지와 두 며느리,2017-02-02,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
